type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,STA,78:21:84:7E:97:F9,-47,11,0,0,0,0,0,0,0,0,0,-94,0,6,1,51369,0,131,0,0,0.453809,128,[-125 48 8 0 0 0 0 0 0 0 0 0 -25 11 -24 10 -27 11 -27 11 -26 9 -23 7 -25 8 -23 6 -25 7 -26 5 -26 6 -27 6 -25 5 -25 5 -23 4 -26 7 -23 3 -23 3 -21 3 -22 4 -21 4 -23 5 -20 3 -20 5 -22 6 -20 6 0 0 -20 7 -21 8 -19 8 -20 8 -17 7 -18 9 -18 9 -17 8 -18 10 -18 9 -18 10 -16 9 -17 10 -17 10 -16 10 -16 11 -17 13 -15 11 -15 12 -14 12 -14 12 -15 13 -15 13 -14 13 -14 13 -14 13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-57,11,1,7,1,1,1,0,0,0,0,-94,0,6,1,55296,0,135,0,0,0.487333,384,[-121 112 8 0 0 0 0 0 0 0 0 0 -1 21 -2 21 -3 21 -4 21 -4 20 -4 20 -4 20 -4 19 -5 19 -6 18 -6 19 -6 19 -6 18 -7 18 -7 18 -7 17 -6 17 -6 16 -6 16 -6 16 -6 16 -6 16 -5 15 -6 15 -6 15 -5 15 0 0 -4 15 -4 14 -3 15 -3 14 -3 14 -2 14 -2 14 -2 13 -1 14 -1 13 0 14 -1 14 0 14 0 14 1 13 1 14 1 13 2 14 2 13 3 13 3 13 3 13 3 13 3 13 4 13 4 13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-56,11,1,7,1,1,1,0,0,0,0,-94,0,6,1,187679,0,239,0,0,0.589681,384,[-17 -16 14 0 0 0 0 0 0 0 0 0 -23 -2 -22 -2 -22 -3 -22 -4 -22 -5 -21 -5 -20 -6 -20 -6 -21 -7 -20 -6 -19 -7 -20 -8 -19 -8 -19 -8 -18 -8 -18 -8 -18 -8 -17 -7 -17 -7 -16 -7 -17 -7 -17 -7 -16 -8 -15 -7 -16 -7 -16 -6 0 0 -16 -6 -15 -5 -15 -5 -16 -5 -15 -4 -15 -4 -15 -4 -15 -4 -15 -4 -15 -3 -15 -2 -15 -2 -15 -2 -15 -1 -15 -1 -15 -1 -15 -1 -15 0 -15 0 -15 0 -15 0 -15 1 -15 1 -15 1 -15 2 -15 2 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-58,11,1,7,1,1,1,0,0,0,0,-93,0,6,1,2078481,0,82,0,0,2.4807,384,[82 -96 4 0 0 0 0 0 0 0 0 0 21 -11 21 -10 22 -9 22 -9 22 -8 22 -7 22 -6 22 -5 22 -5 22 -5 22 -4 21 -4 21 -4 21 -3 21 -2 21 -2 20 -2 20 -2 20 -3 19 -2 18 -2 18 -2 18 -2 17 -2 18 -2 17 -3 0 0 17 -2 17 -2 16 -3 15 -4 15 -4 15 -4 15 -4 14 -5 15 -5 14 -5 14 -6 14 -6 14 -6 14 -7 14 -6 13 -7 14 -8 13 -8 13 -8 12 -8 12 -8 13 -8 12 -9 12 -10 12 -9 12 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-48,11,0,0,0,0,0,0,0,0,0,-93,0,6,1,2079539,0,37,0,0,2.51247,128,[37 80 2 0 0 0 0 0 0 0 0 0 5 -27 5 -25 6 -29 6 -28 7 -28 8 -23 7 -25 8 -23 9 -25 11 -24 11 -24 12 -25 11 -23 11 -23 10 -20 11 -25 11 -20 11 -21 10 -19 9 -20 9 -19 10 -21 10 -18 9 -18 10 -21 9 -19 0 0 7 -20 7 -21 6 -19 6 -21 6 -17 4 -19 4 -20 4 -19 3 -20 5 -19 4 -19 4 -17 3 -18 3 -19 3 -19 2 -18 2 -21 2 -18 1 -19 0 -19 0 -19 -1 -20 0 -20 0 -20 0 -19 0 -18 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-48,11,0,0,0,0,0,0,0,0,0,-93,0,6,1,2395681,0,37,0,0,2.79775,128,[37 80 2 0 0 0 0 0 0 0 0 0 19 -21 19 -19 20 -21 21 -21 21 -18 20 -16 21 -16 21 -13 22 -15 22 -13 22 -15 23 -15 22 -14 22 -14 21 -12 22 -15 21 -11 20 -10 19 -11 19 -11 19 -10 20 -12 17 -9 17 -11 19 -13 17 -12 0 0 17 -13 17 -14 16 -14 16 -13 14 -12 15 -14 15 -14 13 -13 14 -15 13 -13 13 -15 12 -13 12 -15 13 -15 11 -15 11 -16 11 -17 10 -16 10 -16 10 -16 10 -16 10 -18 9 -17 8 -18 9 -17 9 -17 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-58,11,1,7,1,1,1,1,0,0,0,-93,3,6,1,2396291,0,110,0,0,2.83326,384,[110 96 6 0 0 0 0 0 0 0 0 0 17 -13 17 -13 17 -11 19 -11 18 -10 18 -10 18 -9 18 -9 19 -9 18 -8 18 -8 18 -8 18 -7 18 -7 18 -7 17 -6 17 -7 16 -6 17 -6 16 -6 15 -6 16 -6 14 -6 14 -6 15 -6 14 -7 0 0 14 -7 13 -7 14 -7 12 -7 12 -8 12 -8 12 -7 11 -8 11 -9 10 -9 10 -9 10 -9 9 -10 10 -10 9 -10 9 -10 9 -11 8 -11 8 -11 8 -11 8 -11 8 -12 7 -12 7 -13 7 -12 7 -12 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-58,11,1,7,1,1,1,1,0,0,0,-93,1,6,1,2408108,0,110,0,0,2.87407,384,[110 96 6 0 0 0 0 0 0 0 0 0 21 8 20 9 20 10 19 10 19 11 18 11 18 11 17 12 18 12 17 12 16 13 17 13 16 12 15 12 15 12 15 13 14 12 15 12 13 11 14 11 14 10 13 10 14 11 13 10 13 10 13 10 0 0 13 9 13 8 12 8 13 8 12 6 13 6 13 6 13 5 13 5 13 5 13 5 13 4 13 4 13 3 14 3 14 2 14 2 14 1 14 1 14 1 14 1 14 0 14 0 14 0 14 0 14 -1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-58,11,1,7,1,1,1,1,0,0,0,-93,1,6,1,2599655,0,110,0,0,3.00152,384,[110 96 6 0 0 0 0 0 0 0 0 0 -15 -20 -15 -19 -13 -20 -13 -21 -12 -20 -11 -21 -11 -21 -10 -21 -10 -21 -9 -20 -8 -21 -8 -21 -8 -20 -7 -21 -7 -20 -7 -20 -7 -19 -7 -19 -6 -19 -6 -18 -7 -18 -6 -18 -6 -18 -6 -17 -6 -18 -7 -17 0 0 -7 -16 -7 -16 -7 -15 -8 -15 -7 -14 -8 -14 -8 -13 -8 -14 -9 -14 -9 -13 -9 -13 -9 -12 -10 -12 -10 -12 -10 -12 -11 -11 -11 -11 -11 -11 -12 -11 -12 -10 -12 -10 -12 -10 -12 -10 -13 -10 -13 -10 -13 -10 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,78:21:84:7E:97:F9,-58,11,1,7,1,1,1,1,0,0,0,-93,1,6,1,2674533,0,110,0,0,3.07621,384,[110 96 6 0 0 0 0 0 0 0 0 0 19 13 18 14 18 14 17 15 16 15 16 15 16 16 15 16 15 16 14 16 14 17 13 17 13 17 12 17 12 16 12 16 12 16 12 16 11 15 11 15 11 14 11 14 11 14 10 14 10 14 10 13 0 0 10 13 11 12 10 12 11 11 11 10 11 10 11 10 11 9 12 9 12 9 12 9 12 8 12 8 12 7 12 8 13 7 13 6 14 6 13 6 14 5 14 5 14 5 14 5 14 4 15 4 14 4 0 0 0 0 0 0 0 0 0 0 ]
